lecture,slide_id,slide_json,has_text,models_count,concepts_total,concepts_not_in_text,triples_total,triples_with_image_modality,triple_entities_not_in_text,img_modality_rate,not_in_text_rate,image_heavy_score
Lecture 12,Slide47,Lecture 12\Slide47.json,1,5,12,0,5,1,0,0.2,0.0,0.14
Lecture 15,Slide4,Lecture 15\Slide4.json,1,5,18,0,5,1,0,0.2,0.0,0.14
Lecture 17,Slide27,Lecture 17\Slide27.json,1,5,4,0,5,1,0,0.2,0.0,0.14
Lecture 2,Slide28,Lecture 2\Slide28.json,1,5,9,0,5,1,0,0.2,0.0,0.14
Lecture 23,Slide15,Lecture 23\Slide15.json,1,5,9,0,5,1,0,0.2,0.0,0.14
Lecture 23,Slide25,Lecture 23\Slide25.json,1,5,4,0,5,1,0,0.2,0.0,0.14
Lecture 23,Slide43,Lecture 23\Slide43.json,1,5,19,0,5,1,0,0.2,0.0,0.14
Lecture 17,Slide5,Lecture 17\Slide5.json,1,5,4,1,3,0,2,0.0,0.4286,0.1286
Lecture 18,Slide42,Lecture 18\Slide42.json,1,5,4,1,3,0,2,0.0,0.4286,0.1286
Lecture 21,Slide20,Lecture 21\Slide20.json,1,5,4,2,3,0,1,0.0,0.4286,0.1286
Lecture 21,Slide23,Lecture 21\Slide23.json,1,5,4,1,3,0,2,0.0,0.4286,0.1286
Lecture 7,Slide14,Lecture 7\Slide14.json,1,5,4,2,3,0,1,0.0,0.4286,0.1286
Lecture 18,Slide3,Lecture 18\Slide3.json,1,5,6,3,4,0,1,0.0,0.4,0.12
Lecture 5,Slide16,Lecture 5\Slide16.json,1,5,3,1,2,0,1,0.0,0.4,0.12
Lecture 14,Slide35,Lecture 14\Slide35.json,1,5,4,2,1,0,0,0.0,0.4,0.12
Lecture 2,Slide11,Lecture 2\Slide11.json,1,5,4,1,1,0,1,0.0,0.4,0.12
Lecture 20,Slide33,Lecture 20\Slide33.json,1,5,4,1,1,0,1,0.0,0.4,0.12
Lecture 20,Slide49,Lecture 20\Slide49.json,1,5,4,2,1,0,0,0.0,0.4,0.12
Lecture 22,Slide3,Lecture 22\Slide3.json,1,5,4,1,1,0,1,0.0,0.4,0.12
Lecture 7,Slide28,Lecture 7\Slide28.json,1,5,4,1,1,0,1,0.0,0.4,0.12
Lecture 7,Slide29,Lecture 7\Slide29.json,1,5,4,2,1,0,0,0.0,0.4,0.12
Lecture 7,Slide30,Lecture 7\Slide30.json,1,5,4,1,1,0,1,0.0,0.4,0.12
Lecture 8,Slide18,Lecture 8\Slide18.json,1,5,4,2,1,0,0,0.0,0.4,0.12
Lecture 8,Slide30,Lecture 8\Slide30.json,1,5,4,2,1,0,0,0.0,0.4,0.12
Lecture 11,Slide36,Lecture 11\Slide36.json,1,5,4,0,6,1,0,0.1667,0.0,0.1167
Lecture 6,Slide14,Lecture 6\Slide14.json,1,5,3,0,6,1,0,0.1667,0.0,0.1167
Lecture 7,Slide4,Lecture 7\Slide4.json,1,5,4,2,4,0,1,0.0,0.375,0.1125
Lecture 16,Slide3,Lecture 16\Slide3.json,1,5,7,2,1,0,1,0.0,0.375,0.1125
Lecture 10,Slide43,Lecture 10\Slide43.json,1,5,3,2,3,0,0,0.0,0.3333,0.1
Lecture 13,Slide4,Lecture 13\Slide4.json,1,5,3,2,3,0,0,0.0,0.3333,0.1
Lecture 15,Slide25,Lecture 15\Slide25.json,1,5,9,2,3,0,2,0.0,0.3333,0.1
Lecture 1,Slide2,Lecture 1\Slide2.json,1,5,4,1,2,0,1,0.0,0.3333,0.1
Lecture 12,Slide38,Lecture 12\Slide38.json,1,5,4,1,2,0,1,0.0,0.3333,0.1
Lecture 16,Slide17,Lecture 16\Slide17.json,1,5,4,2,2,0,0,0.0,0.3333,0.1
Lecture 17,Slide11,Lecture 17\Slide11.json,1,5,4,1,2,0,1,0.0,0.3333,0.1
Lecture 17,Slide3,Lecture 17\Slide3.json,1,5,4,2,2,0,0,0.0,0.3333,0.1
Lecture 18,Slide24,Lecture 18\Slide24.json,1,5,4,1,2,0,1,0.0,0.3333,0.1
Lecture 18,Slide55,Lecture 18\Slide55.json,1,5,4,2,2,0,0,0.0,0.3333,0.1
Lecture 22,Slide24,Lecture 22\Slide24.json,1,5,4,1,2,0,1,0.0,0.3333,0.1
Lecture 22,Slide26,Lecture 22\Slide26.json,1,5,4,0,2,0,2,0.0,0.3333,0.1
Lecture 23,Slide6,Lecture 23\Slide6.json,1,5,4,0,2,0,2,0.0,0.3333,0.1
Lecture 10,Slide48,Lecture 10\Slide48.json,1,5,2,1,1,0,0,0.0,0.3333,0.1
Lecture 6,Slide31,Lecture 6\Slide31.json,1,5,8,2,1,0,1,0.0,0.3333,0.1
Lecture 10,Slide16,Lecture 10\Slide16.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 10,Slide18,Lecture 10\Slide18.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 10,Slide21,Lecture 10\Slide21.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 10,Slide32,Lecture 10\Slide32.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 10,Slide39,Lecture 10\Slide39.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 10,Slide7,Lecture 10\Slide7.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 13,Slide15,Lecture 13\Slide15.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 13,Slide21,Lecture 13\Slide21.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 13,Slide24,Lecture 13\Slide24.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 19,Slide1,Lecture 19\Slide1.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 19,Slide32,Lecture 19\Slide32.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 19,Slide33,Lecture 19\Slide33.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 19,Slide40,Lecture 19\Slide40.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 5,Slide12,Lecture 5\Slide12.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 5,Slide27,Lecture 5\Slide27.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 5,Slide35,Lecture 5\Slide35.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 5,Slide40,Lecture 5\Slide40.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 5,Slide41,Lecture 5\Slide41.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 5,Slide42,Lecture 5\Slide42.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 5,Slide8,Lecture 5\Slide8.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 6,Slide32,Lecture 6\Slide32.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 6,Slide33,Lecture 6\Slide33.json,1,5,3,1,0,0,0,0.0,0.3333,0.1
Lecture 12,Slide12,Lecture 12\Slide12.json,1,5,12,3,1,0,1,0.0,0.3077,0.0923
Lecture 11,Slide54,Lecture 11\Slide54.json,1,5,8,1,2,0,2,0.0,0.3,0.09
Lecture 8,Slide36,Lecture 8\Slide36.json,1,5,8,2,2,0,1,0.0,0.3,0.09
Lecture 6,Slide30,Lecture 6\Slide30.json,1,5,3,1,4,0,1,0.0,0.2857,0.0857
Lecture 20,Slide31,Lecture 20\Slide31.json,1,5,4,1,3,0,1,0.0,0.2857,0.0857
Lecture 21,Slide17,Lecture 21\Slide17.json,1,5,4,1,3,0,1,0.0,0.2857,0.0857
Lecture 7,Slide36,Lecture 7\Slide36.json,1,5,4,2,3,0,0,0.0,0.2857,0.0857
Lecture 7,Slide45,Lecture 7\Slide45.json,1,5,4,2,3,0,0,0.0,0.2857,0.0857
Lecture 1,Slide19,Lecture 1\Slide19.json,1,5,7,2,0,0,0,0.0,0.2857,0.0857
Lecture 18,Slide5,Lecture 18\Slide5.json,1,5,9,1,2,0,2,0.0,0.2727,0.0818
Lecture 21,Slide16,Lecture 21\Slide16.json,1,5,4,1,4,0,1,0.0,0.25,0.075
Lecture 12,Slide3,Lecture 12\Slide3.json,1,5,9,1,3,0,2,0.0,0.25,0.075
Lecture 2,Slide13,Lecture 2\Slide13.json,1,5,9,1,3,0,2,0.0,0.25,0.075
Lecture 23,Slide44,Lecture 23\Slide44.json,1,5,6,2,2,0,0,0.0,0.25,0.075
Lecture 10,Slide41,Lecture 10\Slide41.json,1,5,3,1,1,0,0,0.0,0.25,0.075
Lecture 10,Slide5,Lecture 10\Slide5.json,1,5,3,1,1,0,0,0.0,0.25,0.075
Lecture 13,Slide27,Lecture 13\Slide27.json,1,5,3,1,1,0,0,0.0,0.25,0.075
Lecture 13,Slide30,Lecture 13\Slide30.json,1,5,3,0,1,0,1,0.0,0.25,0.075
Lecture 13,Slide34,Lecture 13\Slide34.json,1,5,3,0,1,0,1,0.0,0.25,0.075
Lecture 2,Slide26,Lecture 2\Slide26.json,1,5,11,2,1,0,1,0.0,0.25,0.075
Lecture 22,Slide45,Lecture 22\Slide45.json,1,5,7,1,1,0,1,0.0,0.25,0.075
Lecture 5,Slide3,Lecture 5\Slide3.json,1,5,3,1,1,0,0,0.0,0.25,0.075
Lecture 5,Slide34,Lecture 5\Slide34.json,1,5,3,0,1,0,1,0.0,0.25,0.075
Lecture 5,Slide44,Lecture 5\Slide44.json,1,5,3,1,1,0,0,0.0,0.25,0.075
Lecture 5,Slide5,Lecture 5\Slide5.json,1,5,3,1,1,0,0,0.0,0.25,0.075
Lecture 8,Slide26,Lecture 8\Slide26.json,1,5,3,1,1,0,0,0.0,0.25,0.075
Lecture 16,Slide28,Lecture 16\Slide28.json,1,5,4,1,0,0,0,0.0,0.25,0.075
Lecture 17,Slide10,Lecture 17\Slide10.json,1,5,4,1,0,0,0,0.0,0.25,0.075
Lecture 2,Slide6,Lecture 2\Slide6.json,1,5,11,2,2,0,1,0.0,0.2308,0.0692
Lecture 9,Slide20,Lecture 9\Slide20.json,1,5,11,3,2,0,0,0.0,0.2308,0.0692
Lecture 4,Slide6,Lecture 4\Slide6.json,1,5,6,2,3,0,0,0.0,0.2222,0.0667
Lecture 11,Slide55,Lecture 11\Slide55.json,1,5,7,2,2,0,0,0.0,0.2222,0.0667
Lecture 18,Slide46,Lecture 18\Slide46.json,1,5,11,1,3,0,2,0.0,0.2143,0.0643
Lecture 6,Slide8,Lecture 6\Slide8.json,1,5,11,2,3,0,1,0.0,0.2143,0.0643
Lecture 1,Slide33,Lecture 1\Slide33.json,1,5,12,3,2,0,0,0.0,0.2143,0.0643
Lecture 8,Slide15,Lecture 8\Slide15.json,1,5,12,1,2,0,2,0.0,0.2143,0.0643
Lecture 21,Slide32,Lecture 21\Slide32.json,1,5,4,1,6,0,1,0.0,0.2,0.06
Lecture 6,Slide15,Lecture 6\Slide15.json,1,5,7,1,3,0,1,0.0,0.2,0.06
Lecture 7,Slide17,Lecture 7\Slide17.json,1,5,7,2,3,0,0,0.0,0.2,0.06
Lecture 10,Slide11,Lecture 10\Slide11.json,1,5,3,0,2,0,1,0.0,0.2,0.06
Lecture 10,Slide24,Lecture 10\Slide24.json,1,5,3,1,2,0,0,0.0,0.2,0.06
Lecture 5,Slide32,Lecture 5\Slide32.json,1,5,3,1,2,0,0,0.0,0.2,0.06
Lecture 6,Slide39,Lecture 6\Slide39.json,1,5,3,1,2,0,0,0.0,0.2,0.06
Lecture 10,Slide29,Lecture 10\Slide29.json,1,5,4,0,1,0,1,0.0,0.2,0.06
Lecture 15,Slide15,Lecture 15\Slide15.json,1,5,4,1,1,0,0,0.0,0.2,0.06
Lecture 16,Slide14,Lecture 16\Slide14.json,1,5,4,1,1,0,0,0.0,0.2,0.06
Lecture 22,Slide44,Lecture 22\Slide44.json,1,5,4,1,1,0,0,0.0,0.2,0.06
Lecture 23,Slide3,Lecture 23\Slide3.json,1,5,4,1,1,0,0,0.0,0.2,0.06
Lecture 23,Slide40,Lecture 23\Slide40.json,1,5,4,1,1,0,0,0.0,0.2,0.06
Lecture 23,Slide42,Lecture 23\Slide42.json,1,5,4,1,1,0,0,0.0,0.2,0.06
Lecture 4,Slide22,Lecture 4\Slide22.json,1,5,4,0,1,0,1,0.0,0.2,0.06
Lecture 21,Slide2,Lecture 21\Slide2.json,1,5,5,1,0,0,0,0.0,0.2,0.06
Lecture 16,Slide48,Lecture 16\Slide48.json,1,5,4,1,7,0,1,0.0,0.1818,0.0545
Lecture 8,Slide32,Lecture 8\Slide32.json,1,5,9,0,2,0,2,0.0,0.1818,0.0545
Lecture 1,Slide25,Lecture 1\Slide25.json,1,5,10,1,1,0,1,0.0,0.1818,0.0545
Lecture 22,Slide8,Lecture 22\Slide8.json,1,5,10,1,1,0,1,0.0,0.1818,0.0545
Lecture 22,Slide30,Lecture 22\Slide30.json,1,5,16,2,1,0,1,0.0,0.1765,0.0529
Lecture 4,Slide18,Lecture 4\Slide18.json,1,5,8,1,4,0,1,0.0,0.1667,0.05
Lecture 6,Slide7,Lecture 6\Slide7.json,1,5,3,1,3,0,0,0.0,0.1667,0.05
Lecture 9,Slide16,Lecture 9\Slide16.json,1,5,9,1,3,0,1,0.0,0.1667,0.05
Lecture 14,Slide26,Lecture 14\Slide26.json,1,5,4,0,2,0,1,0.0,0.1667,0.05
Lecture 16,Slide21,Lecture 16\Slide21.json,1,5,4,0,2,0,1,0.0,0.1667,0.05
Lecture 16,Slide26,Lecture 16\Slide26.json,1,5,10,1,2,0,1,0.0,0.1667,0.05
Lecture 17,Slide20,Lecture 17\Slide20.json,1,5,4,1,2,0,0,0.0,0.1667,0.05
Lecture 18,Slide49,Lecture 18\Slide49.json,1,5,4,0,2,0,1,0.0,0.1667,0.05
Lecture 2,Slide31,Lecture 2\Slide31.json,1,5,4,0,2,0,1,0.0,0.1667,0.05
Lecture 20,Slide16,Lecture 20\Slide16.json,1,5,4,0,2,0,1,0.0,0.1667,0.05
Lecture 21,Slide19,Lecture 21\Slide19.json,1,5,4,1,2,0,0,0.0,0.1667,0.05
Lecture 22,Slide36,Lecture 22\Slide36.json,1,5,4,0,2,0,1,0.0,0.1667,0.05
Lecture 4,Slide37,Lecture 4\Slide37.json,1,5,4,1,2,0,0,0.0,0.1667,0.05
Lecture 7,Slide46,Lecture 7\Slide46.json,1,5,4,1,2,0,0,0.0,0.1667,0.05
Lecture 9,Slide22,Lecture 9\Slide22.json,1,5,10,2,2,0,0,0.0,0.1667,0.05
Lecture 11,Slide2,Lecture 11\Slide2.json,1,5,6,1,0,0,0,0.0,0.1667,0.05
Lecture 14,Slide47,Lecture 14\Slide47.json,1,5,11,1,2,0,1,0.0,0.1538,0.0462
Lecture 16,Slide35,Lecture 16\Slide35.json,1,5,11,1,2,0,1,0.0,0.1538,0.0462
Lecture 20,Slide34,Lecture 20\Slide34.json,1,5,12,1,1,0,1,0.0,0.1538,0.0462
Lecture 4,Slide11,Lecture 4\Slide11.json,1,5,12,1,1,0,1,0.0,0.1538,0.0462
Lecture 6,Slide5,Lecture 6\Slide5.json,1,5,3,0,4,0,1,0.0,0.1429,0.0429
Lecture 18,Slide41,Lecture 18\Slide41.json,1,5,4,0,3,0,1,0.0,0.1429,0.0429
Lecture 18,Slide48,Lecture 18\Slide48.json,1,5,4,1,3,0,0,0.0,0.1429,0.0429
Lecture 18,Slide54,Lecture 18\Slide54.json,1,5,4,1,3,0,0,0.0,0.1429,0.0429
Lecture 20,Slide23,Lecture 20\Slide23.json,1,5,4,1,3,0,0,0.0,0.1429,0.0429
Lecture 1,Slide31,Lecture 1\Slide31.json,1,5,5,1,2,0,0,0.0,0.1429,0.0429
Lecture 6,Slide23,Lecture 6\Slide23.json,1,5,5,1,2,0,0,0.0,0.1429,0.0429
Lecture 22,Slide39,Lecture 22\Slide39.json,1,5,6,0,1,0,1,0.0,0.1429,0.0429
Lecture 13,Slide41,Lecture 13\Slide41.json,1,5,7,1,0,0,0,0.0,0.1429,0.0429
Lecture 21,Slide13,Lecture 21\Slide13.json,1,5,7,1,0,0,0,0.0,0.1429,0.0429
Lecture 2,Slide23,Lecture 2\Slide23.json,1,5,19,1,3,0,2,0.0,0.1364,0.0409
Lecture 2,Slide42,Lecture 2\Slide42.json,1,5,12,1,3,0,1,0.0,0.1333,0.04
Lecture 8,Slide37,Lecture 8\Slide37.json,1,5,13,2,2,0,0,0.0,0.1333,0.04
Lecture 21,Slide26,Lecture 21\Slide26.json,1,5,15,2,0,0,0,0.0,0.1333,0.04
Lecture 11,Slide5,Lecture 11\Slide5.json,1,5,4,1,4,0,0,0.0,0.125,0.0375
Lecture 14,Slide46,Lecture 14\Slide46.json,1,5,4,0,4,0,1,0.0,0.125,0.0375
Lecture 16,Slide13,Lecture 16\Slide13.json,1,5,14,1,2,0,1,0.0,0.125,0.0375
Lecture 8,Slide11,Lecture 8\Slide11.json,1,5,14,1,2,0,1,0.0,0.125,0.0375
Lecture 1,Slide1,Lecture 1\Slide1.json,1,5,7,1,1,0,0,0.0,0.125,0.0375
Lecture 23,Slide4,Lecture 23\Slide4.json,1,5,7,1,1,0,0,0.0,0.125,0.0375
Lecture 14,Slide45,Lecture 14\Slide45.json,1,5,8,1,0,0,0,0.0,0.125,0.0375
Lecture 8,Slide22,Lecture 8\Slide22.json,1,5,15,1,2,0,1,0.0,0.1176,0.0353
Lecture 23,Slide27,Lecture 23\Slide27.json,1,5,13,1,5,0,1,0.0,0.1111,0.0333
Lecture 4,Slide24,Lecture 4\Slide24.json,1,5,14,1,4,0,1,0.0,0.1111,0.0333
Lecture 8,Slide38,Lecture 8\Slide38.json,1,5,15,2,3,0,0,0.0,0.1111,0.0333
Lecture 2,Slide45,Lecture 2\Slide45.json,1,5,7,0,2,0,1,0.0,0.1111,0.0333
Lecture 10,Slide50,Lecture 10\Slide50.json,1,5,17,1,1,0,1,0.0,0.1111,0.0333
Lecture 11,Slide1,Lecture 11\Slide1.json,1,5,8,1,1,0,0,0.0,0.1111,0.0333
Lecture 11,Slide12,Lecture 11\Slide12.json,1,5,8,0,1,0,1,0.0,0.1111,0.0333
Lecture 17,Slide55,Lecture 17\Slide55.json,1,5,8,0,1,0,1,0.0,0.1111,0.0333
Lecture 17,Slide8,Lecture 17\Slide8.json,1,5,8,1,1,0,0,0.0,0.1111,0.0333
Lecture 5,Slide45,Lecture 5\Slide45.json,1,5,8,1,1,0,0,0.0,0.1111,0.0333
Lecture 6,Slide28,Lecture 6\Slide28.json,1,5,8,0,1,0,1,0.0,0.1111,0.0333
Lecture 7,Slide39,Lecture 7\Slide39.json,1,5,17,1,1,0,1,0.0,0.1111,0.0333
Lecture 13,Slide13,Lecture 13\Slide13.json,1,5,9,1,0,0,0,0.0,0.1111,0.0333
Lecture 3,Slide39,Lecture 3\Slide39.json,1,5,9,1,0,0,0,0.0,0.1111,0.0333
Lecture 4,Slide44,Lecture 4\Slide44.json,1,5,9,1,0,0,0,0.0,0.1111,0.0333
Lecture 6,Slide26,Lecture 6\Slide26.json,1,5,9,1,0,0,0,0.0,0.1111,0.0333
Lecture 2,Slide14,Lecture 2\Slide14.json,1,5,16,0,3,0,2,0.0,0.1053,0.0316
Lecture 15,Slide13,Lecture 15\Slide13.json,1,5,4,1,6,0,0,0.0,0.1,0.03
Lecture 16,Slide22,Lecture 16\Slide22.json,1,5,4,1,6,0,0,0.0,0.1,0.03
Lecture 16,Slide50,Lecture 16\Slide50.json,1,5,16,1,4,0,1,0.0,0.1,0.03
Lecture 2,Slide4,Lecture 2\Slide4.json,1,5,7,0,3,0,1,0.0,0.1,0.03
Lecture 11,Slide56,Lecture 11\Slide56.json,1,5,8,0,2,0,1,0.0,0.1,0.03
Lecture 4,Slide10,Lecture 4\Slide10.json,1,5,8,1,2,0,0,0.0,0.1,0.03
Lecture 19,Slide28,Lecture 19\Slide28.json,1,5,9,0,1,0,1,0.0,0.1,0.03
Lecture 6,Slide1,Lecture 6\Slide1.json,1,5,9,1,1,0,0,0.0,0.1,0.03
Lecture 7,Slide44,Lecture 7\Slide44.json,1,5,19,1,1,0,1,0.0,0.1,0.03
Lecture 7,Slide9,Lecture 7\Slide9.json,1,5,19,1,1,0,1,0.0,0.1,0.03
Lecture 8,Slide42,Lecture 8\Slide42.json,1,5,9,1,1,0,0,0.0,0.1,0.03
Lecture 7,Slide6,Lecture 7\Slide6.json,1,5,10,1,0,0,0,0.0,0.1,0.03
Lecture 8,Slide24,Lecture 8\Slide24.json,1,5,18,1,3,0,1,0.0,0.0952,0.0286
Lecture 4,Slide42,Lecture 4\Slide42.json,1,5,19,1,3,0,1,0.0,0.0909,0.0273
Lecture 7,Slide11,Lecture 7\Slide11.json,1,5,8,1,3,0,0,0.0,0.0909,0.0273
Lecture 17,Slide46,Lecture 17\Slide46.json,1,5,9,1,2,0,0,0.0,0.0909,0.0273
Lecture 13,Slide22,Lecture 13\Slide22.json,1,5,10,0,1,0,1,0.0,0.0909,0.0273
Lecture 14,Slide20,Lecture 14\Slide20.json,1,5,10,1,1,0,0,0.0,0.0909,0.0273
Lecture 16,Slide15,Lecture 16\Slide15.json,1,5,10,1,1,0,0,0.0,0.0909,0.0273
Lecture 16,Slide29,Lecture 16\Slide29.json,1,5,10,1,1,0,0,0.0,0.0909,0.0273
Lecture 18,Slide13,Lecture 18\Slide13.json,1,5,10,0,1,0,1,0.0,0.0909,0.0273
Lecture 19,Slide17,Lecture 19\Slide17.json,1,5,10,1,1,0,0,0.0,0.0909,0.0273
Lecture 7,Slide38,Lecture 7\Slide38.json,1,5,10,1,1,0,0,0.0,0.0909,0.0273
Lecture 22,Slide31,Lecture 22\Slide31.json,1,5,11,1,0,0,0,0.0,0.0909,0.0273
Lecture 12,Slide39,Lecture 12\Slide39.json,1,5,9,0,3,0,1,0.0,0.0833,0.025
Lecture 2,Slide18,Lecture 2\Slide18.json,1,5,9,1,3,0,0,0.0,0.0833,0.025
Lecture 6,Slide18,Lecture 6\Slide18.json,1,5,9,1,3,0,0,0.0,0.0833,0.025
Lecture 22,Slide37,Lecture 22\Slide37.json,1,5,10,1,2,0,0,0.0,0.0833,0.025
Lecture 12,Slide26,Lecture 12\Slide26.json,1,5,11,1,1,0,0,0.0,0.0833,0.025
Lecture 14,Slide14,Lecture 14\Slide14.json,1,5,11,1,1,0,0,0.0,0.0833,0.025
Lecture 15,Slide20,Lecture 15\Slide20.json,1,5,11,1,1,0,0,0.0,0.0833,0.025
Lecture 16,Slide2,Lecture 16\Slide2.json,1,5,11,1,1,0,0,0.0,0.0833,0.025
Lecture 17,Slide15,Lecture 17\Slide15.json,1,5,11,0,1,0,1,0.0,0.0833,0.025
Lecture 17,Slide31,Lecture 17\Slide31.json,1,5,11,1,1,0,0,0.0,0.0833,0.025
Lecture 18,Slide39,Lecture 18\Slide39.json,1,5,11,1,1,0,0,0.0,0.0833,0.025
Lecture 2,Slide20,Lecture 2\Slide20.json,1,5,11,0,1,0,1,0.0,0.0833,0.025
Lecture 2,Slide30,Lecture 2\Slide30.json,1,5,11,1,1,0,0,0.0,0.0833,0.025
Lecture 4,Slide12,Lecture 4\Slide12.json,1,5,11,1,1,0,0,0.0,0.0833,0.025
Lecture 6,Slide6,Lecture 6\Slide6.json,1,5,11,0,1,0,1,0.0,0.0833,0.025
Lecture 7,Slide34,Lecture 7\Slide34.json,1,5,11,0,1,0,1,0.0,0.0833,0.025
Lecture 7,Slide8,Lecture 7\Slide8.json,1,5,11,1,1,0,0,0.0,0.0833,0.025
Lecture 10,Slide45,Lecture 10\Slide45.json,1,5,12,1,0,0,0,0.0,0.0833,0.025
Lecture 2,Slide25,Lecture 2\Slide25.json,1,5,21,0,4,0,2,0.0,0.08,0.024
Lecture 21,Slide18,Lecture 21\Slide18.json,1,5,9,1,4,0,0,0.0,0.0769,0.0231
Lecture 11,Slide16,Lecture 11\Slide16.json,1,5,10,0,3,0,1,0.0,0.0769,0.0231
Lecture 12,Slide24,Lecture 12\Slide24.json,1,5,11,0,2,0,1,0.0,0.0769,0.0231
Lecture 18,Slide27,Lecture 18\Slide27.json,1,5,11,1,2,0,0,0.0,0.0769,0.0231
Lecture 22,Slide14,Lecture 22\Slide14.json,1,5,11,0,2,0,1,0.0,0.0769,0.0231
Lecture 6,Slide9,Lecture 6\Slide9.json,1,5,11,0,2,0,1,0.0,0.0769,0.0231
Lecture 1,Slide3,Lecture 1\Slide3.json,1,5,12,0,1,0,1,0.0,0.0769,0.0231
Lecture 14,Slide3,Lecture 14\Slide3.json,1,5,12,0,1,0,1,0.0,0.0769,0.0231
Lecture 15,Slide24,Lecture 15\Slide24.json,1,5,12,0,1,0,1,0.0,0.0769,0.0231
Lecture 21,Slide14,Lecture 21\Slide14.json,1,5,12,1,1,0,0,0.0,0.0769,0.0231
Lecture 21,Slide35,Lecture 21\Slide35.json,1,5,12,0,1,0,1,0.0,0.0769,0.0231
Lecture 6,Slide29,Lecture 6\Slide29.json,1,5,12,1,1,0,0,0.0,0.0769,0.0231
Lecture 7,Slide15,Lecture 7\Slide15.json,1,5,12,1,1,0,0,0.0,0.0769,0.0231
Lecture 7,Slide22,Lecture 7\Slide22.json,1,5,12,1,1,0,0,0.0,0.0769,0.0231
Lecture 7,Slide23,Lecture 7\Slide23.json,1,5,12,0,1,0,1,0.0,0.0769,0.0231
Lecture 8,Slide33,Lecture 8\Slide33.json,1,5,12,0,1,0,1,0.0,0.0769,0.0231
Lecture 7,Slide20,Lecture 7\Slide20.json,1,5,13,1,0,0,0,0.0,0.0769,0.0231
Lecture 11,Slide8,Lecture 11\Slide8.json,1,5,11,0,3,0,1,0.0,0.0714,0.0214
Lecture 4,Slide14,Lecture 4\Slide14.json,1,5,11,1,3,0,0,0.0,0.0714,0.0214
Lecture 1,Slide48,Lecture 1\Slide48.json,1,5,12,1,2,0,0,0.0,0.0714,0.0214
Lecture 19,Slide30,Lecture 19\Slide30.json,1,5,12,0,2,0,1,0.0,0.0714,0.0214
Lecture 21,Slide12,Lecture 21\Slide12.json,1,5,12,1,2,0,0,0.0,0.0714,0.0214
Lecture 7,Slide3,Lecture 7\Slide3.json,1,5,12,0,2,0,1,0.0,0.0714,0.0214
Lecture 10,Slide34,Lecture 10\Slide34.json,1,5,13,1,1,0,0,0.0,0.0714,0.0214
Lecture 11,Slide21,Lecture 11\Slide21.json,1,5,13,0,1,0,1,0.0,0.0714,0.0214
Lecture 7,Slide13,Lecture 7\Slide13.json,1,5,13,0,1,0,1,0.0,0.0714,0.0214
Lecture 9,Slide21,Lecture 9\Slide21.json,1,5,13,0,1,0,1,0.0,0.0714,0.0214
Lecture 9,Slide19,Lecture 9\Slide19.json,1,5,11,1,4,0,0,0.0,0.0667,0.02
Lecture 6,Slide3,Lecture 6\Slide3.json,1,5,13,1,2,0,0,0.0,0.0667,0.02
Lecture 18,Slide9,Lecture 18\Slide9.json,1,5,14,0,1,0,1,0.0,0.0667,0.02
Lecture 2,Slide37,Lecture 2\Slide37.json,1,5,14,1,1,0,0,0.0,0.0667,0.02
Lecture 17,Slide4,Lecture 17\Slide4.json,1,5,12,1,4,0,0,0.0,0.0625,0.0187
Lecture 14,Slide6,Lecture 14\Slide6.json,1,5,13,0,3,0,1,0.0,0.0625,0.0187
Lecture 6,Slide10,Lecture 6\Slide10.json,1,5,13,0,3,0,1,0.0,0.0625,0.0187
Lecture 1,Slide13,Lecture 1\Slide13.json,1,5,14,0,2,0,1,0.0,0.0625,0.0187
Lecture 14,Slide30,Lecture 14\Slide30.json,1,5,14,0,2,0,1,0.0,0.0625,0.0187
Lecture 15,Slide29,Lecture 15\Slide29.json,1,5,14,1,2,0,0,0.0,0.0625,0.0187
